id;nom;metier;ville;sud_est;taille;groupe;derniere_commande;jours_depuis_derniere_commande;panier_moyen_eur;commandes_12_mois;clients_finaux;a_achete_tshirts_ete_2025;clientele_exposee;opposition_prospection;dans_la_cible
R1115;Atelier des Volcans Limoges;sérigraphe;Limoges;non;moyen;dormant;2026-03-18;75;451;56;"brasseries et bars ; collectivités";oui;oui;non;non
R1116;Imprimerie Jonquille Lausanne;imprimeur;Lausanne;oui;petit;dormant;2025-12-02;181;309;29;"brasseries et bars ; entreprises";oui;oui;non;non
R1117;Impression Ardoise;imprimeur;Caen;non;petit;actif;2026-05-10;22;380;56;"entreprises ; brasseries et bars";oui;oui;non;non
R1118;Studio Horizon Luxembourg;sérigraphe;Luxembourg;non;moyen;dormant;2025-07-20;316;876;14;"brasseries et bars ; clubs sportifs";oui;oui;non;non
R1119;Imprim'Solstice Metz;sérigraphe;Metz;non;petit;actif;2026-05-31;1;285;32;"festivals ; entreprises";non;oui;non;non
R1120;Atelier Nacre Toulouse;agence;Toulouse;non;moyen;dormant;2025-11-25;188;491;36;"collectivités ; clubs sportifs";oui;oui;non;non
R1121;Marquage Cardinal;sérigraphe;Le Mans;non;moyen;actif;2026-05-28;4;699;113;"entreprises ; associations";oui;non;non;non
R1122;Agence Basalte Barcelone;agence;Barcelone;non;grand;actif;2026-05-31;1;1973;156;"festivals ; brasseries et bars";oui;oui;non;oui
R1123;Point Tramontane Rouen;brodeur;Rouen;non;moyen;actif;2026-05-28;4;884;79;"entreprises ; festivals";oui;oui;non;non
R1124;Maison Basalte;brodeur;Brest;non;moyen;actif;2026-05-31;1;677;86;"associations ; collectivités";oui;non;oui;non
R1125;Séri'Tramontane Metz;sérigraphe;Metz;non;moyen;actif;2026-05-31;1;844;119;"festivals ; clubs sportifs";oui;oui;non;non
R1126;Studio Ypréau Liège;sérigraphe;Liège;non;petit;actif;2026-05-23;9;213;54;"collectivités ; associations";oui;non;non;non
R1127;Séri'Boréal;sérigraphe;Rouen;non;petit;dormant;2025-12-20;163;301;23;"clubs sportifs ; entreprises";oui;oui;non;non
R1128;Sérigraphie Cap Ouest Annecy;sérigraphe;Annecy;oui;petit;actif;2026-05-09;23;411;43;"collectivités ; associations";oui;non;non;non
R1129;Atelier Estuaire Namur;sérigraphe;Namur;non;petit;actif;2026-05-24;8;320;40;"festivals ; entreprises";oui;oui;non;non
R1130;Atelier Nacre Namur;agence;Namur;non;petit;actif;2026-05-28;4;274;39;"collectivités ; clubs sportifs";oui;oui;non;non
R1131;Atelier Atlantique Lyon;agence;Lyon;oui;grand;dormant;2025-09-28;246;1611;70;"festivals ; clubs sportifs";oui;oui;non;non
R1132;Sérigraphie Ypréau;sérigraphe;Quimper;non;petit;dormant;2025-09-26;248;309;18;"festivals ; collectivités";oui;oui;non;non
R1133;Marquage Faubourg Béziers;sérigraphe;Béziers;non;grand;dormant;2026-02-19;102;1862;137;"festivals ; entreprises";oui;oui;non;oui
R1134;Imprim'Sud;sérigraphe;Bilbao;non;moyen;dormant;2025-10-16;228;892;21;"collectivités ; associations";oui;non;non;non
R1135;Impression Bleu Marine;imprimeur;La Rochelle;non;petit;dormant;2025-07-13;323;297;9;"festivals ; brasseries et bars";oui;oui;non;non
R1136;Point des Volcans Niort;brodeur;Niort;non;grand;dormant;2025-12-19;164;1875;96;"brasseries et bars ; associations";oui;oui;non;oui
R1137;Maison Garonne Reims;brodeur;Reims;non;petit;dormant;2025-06-27;339;203;4;"entreprises ; associations";oui;non;non;non
R1138;Brod'Grand Angle Avignon;brodeur;Avignon;oui;petit;actif;2026-05-19;13;380;42;"collectivités ; clubs sportifs";oui;oui;non;non
R1139;Séri'Bleu Marine Marseille;sérigraphe;Marseille;oui;petit;actif;2026-05-06;26;286;50;"brasseries et bars ; clubs sportifs";oui;oui;non;non
R1140;Sérigraphie du Lac Albi;sérigraphe;Albi;non;moyen;dormant;2025-11-02;211;596;46;"associations ; entreprises";oui;non;non;non
R1141;Agence Loire Genève;agence;Genève;oui;petit;actif;2026-05-31;1;294;52;"festivals ; collectivités";oui;oui;non;non
R1142;Studio Rhône Vannes;agence;Vannes;non;petit;actif;2026-05-17;15;190;46;"entreprises ; brasseries et bars";oui;oui;non;non
R1143;Point Cardinal;brodeur;Clermont-Ferrand;non;petit;actif;2026-05-25;7;293;49;"collectivités ; associations";oui;non;non;non
R1144;Imprimerie Zinc;imprimeur;Milan;non;petit;actif;2026-05-27;5;239;49;"entreprises ; brasseries et bars";oui;oui;oui;non
R1145;Séri'Estuaire Nancy;sérigraphe;Nancy;non;moyen;actif;2026-05-28;4;702;75;"festivals ; brasseries et bars";oui;oui;non;non
R1146;Textiprint Loire;imprimeur;Annecy;oui;petit;dormant;2025-07-19;317;169;7;"clubs sportifs ; collectivités";non;oui;non;non
R1147;Sérigraphie Perspective;sérigraphe;Genève;oui;petit;dormant;2025-09-11;263;431;3;"festivals ; collectivités";non;oui;non;non
R1148;Broderie Perspective Perpignan;brodeur;Perpignan;non;petit;actif;2026-05-29;3;195;52;"festivals ; clubs sportifs";oui;oui;non;non
R1149;Studio Tramontane Bordeaux;sérigraphe;Bordeaux;non;grand;dormant;2025-09-10;264;1105;46;"associations ; festivals";oui;oui;non;non
R1150;Imprim'Trait d'Union Orléans;sérigraphe;Orléans;non;moyen;dormant;2026-03-28;65;862;55;"collectivités ; clubs sportifs";oui;oui;non;non
R1151;Séri'Tramontane;sérigraphe;Turin;oui;petit;dormant;2025-07-13;323;191;5;"associations ; festivals";non;oui;non;non
R1152;Les Fils d'Tandem;brodeur;Milan;non;petit;actif;2026-05-22;10;414;31;"festivals ; brasseries et bars";oui;oui;non;non
R1153;Impression Vauban;imprimeur;Béziers;non;petit;dormant;2025-11-24;189;188;23;"entreprises ; collectivités";oui;non;non;non
R1154;Studio Tramontane Bayonne;sérigraphe;Bayonne;non;petit;actif;2026-05-13;19;224;32;"clubs sportifs ; associations";non;oui;non;non
R1155;Studio Hélice Nancy;sérigraphe;Nancy;non;moyen;dormant;2025-10-17;227;858;31;"associations ; clubs sportifs";oui;oui;non;non
R1156;Textiprint Pastel;imprimeur;Annecy;oui;petit;dormant;2026-01-04;148;207;22;"brasseries et bars ; clubs sportifs";oui;oui;non;non
R1157;Imprim'des Volcans Rennes;sérigraphe;Rennes;non;moyen;actif;2026-05-31;1;522;84;"entreprises ; collectivités";oui;non;non;non
R1158;Maison Ardoise;brodeur;Besançon;non;petit;dormant;2025-09-14;260;283;13;"entreprises ; brasseries et bars";oui;oui;non;non
R1159;Marquage Ardoise Perpignan;sérigraphe;Perpignan;non;petit;dormant;2025-08-15;290;276;7;"festivals ; entreprises";non;oui;non;non
R1160;Séri'Ubac;sérigraphe;Caen;non;moyen;actif;2026-05-25;7;714;95;"collectivités ; brasseries et bars";oui;oui;non;non
R1161;Maison Grand Angle;brodeur;Bordeaux;non;petit;dormant;2026-01-26;126;390;27;"brasseries et bars ; festivals";oui;oui;non;non
R1162;Marquage Nord;sérigraphe;Dijon;non;moyen;dormant;2025-08-21;284;861;27;"brasseries et bars ; associations";oui;oui;non;non
R1163;Atelier Nacre Annecy;agence;Annecy;oui;petit;actif;2026-05-29;3;336;45;"associations ; brasseries et bars";oui;oui;non;non
R1164;Imprimerie Granit Namur;imprimeur;Namur;non;moyen;dormant;2026-02-27;94;454;57;"entreprises ; collectivités";oui;non;non;non
R1165;Textiprint Estuaire;imprimeur;Poitiers;non;moyen;actif;2026-05-25;7;593;102;"entreprises ; brasseries et bars";oui;oui;non;non
R1166;Atelier Garonne Chambéry;sérigraphe;Chambéry;oui;petit;dormant;2026-03-18;75;300;38;"collectivités ; brasseries et bars";oui;oui;non;non
R1167;Sérigraphie des Volcans Le Mans;sérigraphe;Le Mans;non;petit;dormant;2026-03-08;85;360;44;"brasseries et bars ; associations";oui;oui;non;non
R1168;Atelier Cardinal Brest;sérigraphe;Brest;non;petit;dormant;2025-12-24;159;306;24;"collectivités ; entreprises";oui;non;non;non
R1169;Sérigraphie Faubourg Rouen;sérigraphe;Rouen;non;petit;actif;2026-05-23;9;267;30;"entreprises ; associations";oui;non;non;non
R1170;Marquage Nord Milan;sérigraphe;Milan;non;grand;dormant;2025-12-17;166;1721;96;"clubs sportifs ; collectivités";oui;oui;non;oui
R1171;Atelier Cap Ouest La Rochelle;sérigraphe;La Rochelle;non;petit;dormant;2026-02-03;118;176;31;"entreprises ; festivals";oui;oui;non;non
R1172;Collectif Bleu Marine Le Mans;agence;Le Mans;non;petit;dormant;2025-07-20;316;203;5;"brasseries et bars ; entreprises";oui;oui;non;non
R1173;Séri'Hélice Vannes;sérigraphe;Vannes;non;moyen;dormant;2025-07-14;322;756;14;"associations ; clubs sportifs";oui;oui;non;non
R1174;Séri'Boréal Turin;sérigraphe;Turin;oui;moyen;dormant;2025-11-14;199;435;38;"collectivités ; festivals";oui;oui;non;non
R1175;Marquage Cap Ouest Lausanne;sérigraphe;Lausanne;oui;grand;dormant;2025-10-20;224;2252;88;"brasseries et bars ; festivals";oui;oui;non;oui
R1176;Sérigraphie Vauban Namur;sérigraphe;Namur;non;petit;actif;2026-05-28;4;428;48;"collectivités ; associations";oui;non;non;non
R1177;Collectif Amarante Perpignan;agence;Perpignan;non;petit;dormant;2025-10-02;242;157;10;"brasseries et bars ; clubs sportifs";oui;oui;non;non
R1178;Brod'Alizé Tours;brodeur;Tours;non;petit;dormant;2025-08-09;296;293;10;"clubs sportifs ; associations";oui;oui;non;non
R1179;Imprim'Calanque;sérigraphe;Bilbao;non;moyen;actif;2026-05-29;3;605;97;"associations ; brasseries et bars";oui;oui;non;non
R1180;Textiprint Pixel;imprimeur;Caen;non;petit;dormant;2025-07-05;331;396;8;"entreprises ; collectivités";oui;non;non;non
R1181;Les Fils d'Ypréau;brodeur;Luxembourg;non;moyen;actif;2026-05-31;1;666;99;"festivals ; entreprises";oui;oui;non;non
R1182;Atelier Trait d'Union Angers;sérigraphe;Angers;non;petit;actif;2026-05-25;7;232;45;"festivals ; associations";oui;oui;non;non
R1183;Studio Hélice Valence;agence;Valence;oui;grand;dormant;2026-03-15;78;1805;174;"clubs sportifs ; entreprises";oui;oui;oui;non
R1184;Point Ocre;brodeur;Nantes;non;petit;actif;2026-05-24;8;439;38;"brasseries et bars ; associations";oui;oui;non;non
R1185;Marquage Nord Metz;sérigraphe;Metz;non;petit;actif;2026-04-21;41;261;31;"brasseries et bars ; festivals";oui;oui;non;non
R1186;Imprim'Estuaire Nancy;sérigraphe;Nancy;non;petit;actif;2026-05-30;2;334;47;"brasseries et bars ; clubs sportifs";oui;oui;non;non
R1187;Séri'des Volcans Limoges;sérigraphe;Limoges;non;petit;actif;2026-05-28;4;246;52;"collectivités ; entreprises";oui;non;non;non
R1188;Marquage Zénith Chambéry;sérigraphe;Chambéry;oui;petit;actif;2026-05-27;5;383;55;"clubs sportifs ; collectivités";oui;oui;non;non
R1189;Atelier Éclat Arras;sérigraphe;Arras;non;petit;dormant;2025-08-15;290;268;8;"clubs sportifs ; festivals";oui;oui;non;non
R1190;Marquage Tandem;sérigraphe;Montpellier;oui;petit;dormant;2026-02-25;96;397;47;"associations ; brasseries et bars";oui;oui;non;non
R1191;Studio Sarment Annecy;sérigraphe;Annecy;oui;grand;dormant;2025-11-18;195;2167;108;"collectivités ; entreprises";oui;non;non;non
R1192;Atelier Tandem Saint-Étienne;sérigraphe;Saint-Étienne;oui;petit;actif;2026-05-31;1;174;39;"collectivités ; brasseries et bars";oui;oui;non;non
R1193;Marquage Estuaire Luxembourg;sérigraphe;Luxembourg;non;moyen;dormant;2026-03-03;90;898;60;"clubs sportifs ; associations";oui;oui;non;non
R1194;Agence Calanque Rouen;agence;Rouen;non;petit;actif;2026-05-26;6;355;32;"associations ; collectivités";oui;non;non;non
R1195;Marquage Trait d'Union Caen;sérigraphe;Caen;non;moyen;dormant;2025-10-06;238;604;27;"collectivités ; festivals";oui;oui;non;non
R1196;Studio Ypréau Avignon;sérigraphe;Avignon;oui;petit;actif;2026-05-29;3;184;60;"entreprises ; collectivités";oui;non;non;non
R1197;Maison Quai Clermont-Ferrand;brodeur;Clermont-Ferrand;non;petit;actif;2026-05-31;1;227;30;"brasseries et bars ; festivals";oui;oui;non;non
R1198;Atelier Éclat Mulhouse;agence;Mulhouse;non;petit;actif;2026-05-31;1;327;37;"festivals ; collectivités";oui;oui;non;non
R1199;Imprimerie Vermeil Troyes;imprimeur;Troyes;non;petit;dormant;2025-08-28;277;296;11;"associations ; collectivités";oui;non;non;non
R1200;Imprim'Ubac Tours;sérigraphe;Tours;non;petit;dormant;2025-12-25;158;212;23;"collectivités ; associations";oui;non;non;non
R1201;Imprim'Indigo Quimper;sérigraphe;Quimper;non;moyen;dormant;2025-10-10;234;924;32;"associations ; entreprises";oui;non;non;non
R1202;Maison Sud Angers;brodeur;Angers;non;grand;actif;2026-05-30;2;1392;153;"brasseries et bars ; festivals";oui;oui;non;oui
R1203;Séri'Cyan Valence;sérigraphe;Valence;oui;grand;actif;2026-05-31;1;1574;192;"associations ; brasseries et bars";oui;oui;non;oui
R1204;Studio Kaolin Toulouse;sérigraphe;Toulouse;non;petit;dormant;2026-03-09;84;222;32;"festivals ; brasseries et bars";oui;oui;non;non
R1205;Maison Jonquille Saint-Étienne;brodeur;Saint-Étienne;oui;moyen;actif;2026-05-31;1;774;101;"collectivités ; festivals";oui;oui;non;non
R1206;Sérigraphie Nord Mulhouse;sérigraphe;Mulhouse;non;petit;actif;2026-05-15;17;197;57;"festivals ; collectivités";oui;oui;non;non
R1207;Collectif Deux Rives Barcelone;agence;Barcelone;non;moyen;actif;2026-05-29;3;526;66;"brasseries et bars ; clubs sportifs";oui;oui;non;non
R1208;Broderie Vertigo;brodeur;Lille;non;moyen;actif;2026-05-30;2;615;111;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R1209;Sérigraphie Ardoise Luxembourg;sérigraphe;Luxembourg;non;petit;dormant;2025-12-04;179;220;28;"associations ; clubs sportifs";oui;oui;non;non
R1210;Imprim'Ocre Luxembourg;sérigraphe;Luxembourg;non;petit;actif;2026-05-26;6;370;38;"entreprises ; collectivités";oui;non;non;non
R1211;Studio Trait d'Union Avignon;agence;Avignon;oui;petit;actif;2026-05-23;9;257;34;"brasseries et bars ; associations";oui;oui;non;non
R1212;Les Fils d'Lumière Milan;brodeur;Milan;non;petit;actif;2026-05-23;9;222;41;"clubs sportifs ; entreprises";oui;oui;non;non
R1213;Imprim'Sarment Lille;sérigraphe;Lille;non;moyen;dormant;2025-10-10;234;549;21;"brasseries et bars ; collectivités";oui;oui;non;non
R1214;Atelier Pixel Angers;agence;Angers;non;petit;actif;2026-05-03;29;178;38;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R1215;Marquage Jonquille Orléans;sérigraphe;Orléans;non;moyen;dormant;2025-07-13;323;510;14;"entreprises ; brasseries et bars";oui;oui;non;non
R1216;Studio Sarment Troyes;sérigraphe;Troyes;non;moyen;actif;2026-05-30;2;571;117;"brasseries et bars ; collectivités";oui;oui;non;non
R1217;Imprimerie Grand Angle;imprimeur;Caen;non;petit;dormant;2025-10-05;239;237;17;"brasseries et bars ; associations";oui;oui;non;non
R1218;Atelier Loire Strasbourg;sérigraphe;Strasbourg;non;petit;actif;2026-05-31;1;308;54;"associations ; collectivités";oui;non;non;non
R1219;Atelier Rhône Genève;sérigraphe;Genève;oui;petit;actif;2026-05-29;3;314;56;"clubs sportifs ; associations";oui;oui;non;non
R1220;Marquage Garonne Liège;sérigraphe;Liège;non;petit;actif;2026-05-29;3;205;49;"festivals ; entreprises";oui;oui;non;non
R1221;Atelier Calanque Strasbourg;agence;Strasbourg;non;petit;actif;2026-05-31;1;361;31;"collectivités ; associations";oui;non;non;non
R1222;Sérigraphie Nord;sérigraphe;Lille;non;moyen;dormant;2025-10-09;235;650;34;"entreprises ; clubs sportifs";oui;oui;non;non
R1223;Atelier Alizé Luxembourg;sérigraphe;Luxembourg;non;moyen;actif;2026-05-25;7;761;75;"clubs sportifs ; associations";oui;oui;non;non
R1224;Collectif Loire;agence;Toulouse;non;petit;dormant;2025-09-09;265;394;10;"clubs sportifs ; festivals";oui;oui;non;non
R1225;Print Alizé;imprimeur;Vannes;non;petit;dormant;2026-01-11;141;260;22;"brasseries et bars ; associations";oui;oui;non;non
R1226;Imprimerie Zénith;imprimeur;Caen;non;petit;dormant;2025-10-21;223;306;21;"entreprises ; clubs sportifs";oui;oui;non;non
R1227;Sérigraphie Garonne Bilbao;sérigraphe;Bilbao;non;moyen;actif;2026-05-27;5;634;60;"clubs sportifs ; associations";oui;oui;non;non
R1228;Broderie Nacre Genève;brodeur;Genève;oui;moyen;actif;2026-05-31;1;444;67;"festivals ; brasseries et bars";oui;oui;non;non
R1229;Impression Horizon;imprimeur;Perpignan;non;grand;dormant;2026-01-04;148;1742;132;"collectivités ; entreprises";oui;non;oui;non
R1230;Collectif Amarante Toulouse;agence;Toulouse;non;grand;dormant;2025-12-11;172;1900;128;"brasseries et bars ; entreprises";oui;oui;non;oui
R1231;Marquage Pixel Limoges;sérigraphe;Limoges;non;petit;dormant;2026-02-26;95;334;41;"collectivités ; festivals";oui;oui;non;non
R1232;Studio Cyan Lyon;sérigraphe;Lyon;oui;petit;dormant;2026-03-12;81;421;43;"festivals ; associations";oui;oui;non;non
R1233;Brod'Ardoise Marseille;brodeur;Marseille;oui;moyen;dormant;2026-02-08;113;939;58;"collectivités ; associations";oui;non;non;non
R1234;Séri'Cap Ouest Limoges;sérigraphe;Limoges;non;petit;actif;2026-05-26;6;198;57;"associations ; collectivités";oui;non;non;non
R1235;Agence Bleu Marine Mulhouse;agence;Mulhouse;non;moyen;actif;2026-05-31;1;758;67;"entreprises ; clubs sportifs";oui;oui;non;non
R1236;Séri'Nacre Bruxelles;sérigraphe;Bruxelles;non;petit;dormant;2025-07-30;306;367;8;"entreprises ; brasseries et bars";oui;oui;non;non
R1237;Imprim'Alizé;sérigraphe;Rouen;non;moyen;actif;2026-05-22;10;621;81;"entreprises ; associations";oui;non;non;non
R1238;Séri'Ricochet Brest;sérigraphe;Brest;non;petit;dormant;2025-10-06;238;444;16;"festivals ; clubs sportifs";oui;oui;non;non
R1239;Broderie Atlantique Dijon;brodeur;Dijon;non;grand;actif;2026-05-31;1;1096;230;"entreprises ; clubs sportifs";oui;oui;non;oui
R1240;Print Nacre;imprimeur;Dijon;non;petit;dormant;2025-08-03;302;375;12;"brasseries et bars ; clubs sportifs";oui;oui;non;non
R1241;Collectif Tramontane Amiens;agence;Amiens;non;petit;actif;2026-05-30;2;375;54;"brasseries et bars ; festivals";oui;oui;non;non
R1242;Print Boréal;imprimeur;Grenoble;oui;petit;dormant;2025-10-16;228;263;18;"brasseries et bars ; associations";oui;oui;non;non
R1243;Les Fils d'Cap Ouest;brodeur;Toulouse;non;petit;actif;2026-05-27;5;288;34;"collectivités ; entreprises";oui;non;non;non
R1244;Agence Zénith;agence;Lyon;oui;petit;actif;2026-05-22;10;207;32;"festivals ; entreprises";oui;oui;non;non
R1245;Les Fils d'Cyan;brodeur;Lausanne;oui;moyen;actif;2026-05-31;1;874;96;"festivals ; brasseries et bars";oui;oui;non;non
R1246;Collectif Granit Namur;agence;Namur;non;petit;dormant;2026-01-08;144;294;23;"brasseries et bars ; clubs sportifs";non;oui;non;non
R1247;Collectif Perspective Limoges;agence;Limoges;non;petit;actif;2026-05-29;3;352;44;"brasseries et bars ; associations";oui;oui;non;non
R1248;Agence Estuaire Tours;agence;Tours;non;petit;actif;2026-05-31;1;300;34;"associations ; clubs sportifs";oui;oui;non;non
R1249;Imprim'Zénith Nantes;sérigraphe;Nantes;non;grand;actif;2026-05-29;3;1213;222;"entreprises ; festivals";oui;oui;non;oui
R1250;Atelier Vauban Marseille;agence;Marseille;oui;petit;actif;2026-05-11;21;284;48;"festivals ; associations";oui;oui;non;non
R1251;Point Mistral Lyon;brodeur;Lyon;oui;petit;dormant;2025-08-27;278;359;11;"brasseries et bars ; associations";oui;oui;oui;non
R1252;Maison Indigo;brodeur;Barcelone;non;petit;dormant;2025-07-16;320;288;5;"collectivités ; associations";oui;non;non;non
R1253;Brod'Vermeil;brodeur;Dijon;non;grand;dormant;2025-07-26;310;2005;39;"entreprises ; associations";oui;non;non;non
R1254;Studio Nord Avignon;agence;Avignon;oui;moyen;dormant;2025-08-25;280;697;24;"entreprises ; associations";oui;non;non;non
R1255;Séri'Trait d'Union Dijon;sérigraphe;Dijon;non;petit;actif;2026-05-30;2;235;54;"entreprises ; clubs sportifs";oui;oui;non;non
R1256;Séri'Faubourg Toulouse;sérigraphe;Toulouse;non;petit;actif;2026-05-17;15;338;36;"brasseries et bars ; entreprises";oui;oui;non;non
R1257;Séri'Vertigo Pau;sérigraphe;Pau;non;petit;actif;2026-05-30;2;352;48;"festivals ; clubs sportifs";oui;oui;non;non
R1258;Imprimerie Vauban;imprimeur;Annecy;oui;petit;actif;2026-05-21;11;200;56;"collectivités ; brasseries et bars";oui;oui;non;non
R1259;Studio Tandem Le Mans;sérigraphe;Le Mans;non;moyen;actif;2026-05-28;4;557;111;"entreprises ; collectivités";oui;non;non;non
R1260;Agence Grand Angle Le Mans;agence;Le Mans;non;petit;dormant;2025-10-27;217;407;14;"brasseries et bars ; associations";oui;oui;non;non
R1261;Imprimerie Basalte Milan;imprimeur;Milan;non;petit;actif;2026-05-25;7;305;50;"collectivités ; brasseries et bars";oui;oui;non;non
R1262;Marquage Vermeil Reims;sérigraphe;Reims;non;moyen;actif;2026-05-29;3;548;83;"brasseries et bars ; entreprises";oui;oui;non;non
R1263;Imprimerie Estuaire Nantes;imprimeur;Nantes;non;petit;actif;2026-05-26;6;202;38;"festivals ; clubs sportifs";oui;oui;non;non
R1264;Point Ocre Troyes;brodeur;Troyes;non;moyen;actif;2026-05-31;1;458;109;"collectivités ; entreprises";oui;non;non;non
R1265;Agence Solstice;agence;Nîmes;oui;petit;actif;2026-05-21;11;170;35;"entreprises ; clubs sportifs";non;oui;non;non
R1266;Brod'Ardoise;brodeur;Nîmes;oui;moyen;dormant;2025-10-30;214;543;35;"collectivités ; associations";oui;non;non;non
R1267;Agence Loire Lyon;agence;Lyon;oui;grand;actif;2026-05-30;2;1795;145;"collectivités ; brasseries et bars";oui;oui;non;oui
R1268;Séri'Trait d'Union Angers;sérigraphe;Angers;non;petit;actif;2026-05-28;4;347;50;"collectivités ; festivals";oui;oui;non;non
R1269;Brod'Estuaire;brodeur;Poitiers;non;petit;actif;2026-05-24;8;343;57;"clubs sportifs ; associations";oui;oui;non;non
R1270;Textiprint Perspective;imprimeur;Avignon;oui;petit;dormant;2025-11-30;183;225;24;"entreprises ; clubs sportifs";oui;oui;oui;non
R1271;Imprimerie Ocre Strasbourg;imprimeur;Strasbourg;non;moyen;dormant;2026-01-27;125;894;58;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R1272;Marquage Ypréau;sérigraphe;Tours;non;petit;actif;2026-05-25;7;236;56;"associations ; entreprises";oui;non;non;non
R1273;Textiprint Kaolin Nancy;imprimeur;Nancy;non;petit;dormant;2026-01-26;126;367;30;"entreprises ; brasseries et bars";oui;oui;non;non
R1274;Agence Cardinal Toulouse;agence;Toulouse;non;moyen;dormant;2025-08-01;304;575;14;"associations ; clubs sportifs";oui;oui;non;non
R1275;Séri'Cap Ouest Lille;sérigraphe;Lille;non;petit;actif;2026-05-18;14;376;58;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R1276;Studio Origami La Rochelle;sérigraphe;La Rochelle;non;moyen;actif;2026-05-18;14;778;91;"collectivités ; festivals";oui;oui;non;non
R1277;Atelier Ardoise Quimper;sérigraphe;Quimper;non;moyen;dormant;2025-09-27;247;482;35;"entreprises ; clubs sportifs";oui;oui;non;non
R1278;Studio Zinc Le Mans;sérigraphe;Le Mans;non;petit;dormant;2025-07-30;306;225;6;"clubs sportifs ; collectivités";oui;oui;non;non
R1279;Textiprint Cap Ouest Turin;imprimeur;Turin;oui;moyen;dormant;2025-07-22;314;947;19;"collectivités ; entreprises";oui;non;non;non
R1280;Atelier Garonne Arras;sérigraphe;Arras;non;moyen;actif;2026-05-27;5;711;112;"entreprises ; collectivités";oui;non;non;non
R1281;Impression Garonne;imprimeur;Milan;non;moyen;actif;2026-05-28;4;849;60;"associations ; festivals";oui;oui;non;non
R1282;Séri'Perspective;sérigraphe;Nantes;non;petit;actif;2026-05-12;20;327;38;"collectivités ; festivals";oui;oui;non;non
R1283;Imprimerie Amarante;imprimeur;Perpignan;non;petit;actif;2026-05-30;2;296;50;"associations ; entreprises";non;non;non;non
R1284;Point Lumière;brodeur;Grenoble;oui;moyen;dormant;2026-02-28;93;895;90;"entreprises ; associations";oui;non;non;non
R1285;Séri'Sarment Nantes;sérigraphe;Nantes;non;grand;actif;2026-05-30;2;1884;189;"collectivités ; associations";oui;non;non;non
R1286;Impression Pixel Liège;imprimeur;Liège;non;petit;dormant;2025-07-21;315;173;12;"festivals ; entreprises";oui;oui;non;non
R1287;Imprim'Ricochet Amiens;sérigraphe;Amiens;non;moyen;actif;2026-05-29;3;733;61;"brasseries et bars ; entreprises";oui;oui;oui;non
R1288;Impression Kaolin;imprimeur;Béziers;non;grand;actif;2026-05-28;4;1328;223;"festivals ; clubs sportifs";oui;oui;non;oui
R1289;Atelier Garonne Nantes;brodeur;Nantes;non;petit;actif;2026-05-31;1;281;60;"entreprises ; collectivités";oui;non;non;non
R1290;Atelier Éclat Montpellier;brodeur;Montpellier;oui;grand;actif;2026-05-31;1;1347;150;"associations ; festivals";oui;oui;non;oui
R1291;Atelier Kaolin Poitiers;sérigraphe;Poitiers;non;petit;dormant;2026-03-20;73;358;48;"festivals ; clubs sportifs";oui;oui;non;non
R1292;Imprim'Trait d'Union Caen;sérigraphe;Caen;non;grand;dormant;2026-03-05;88;1112;104;"brasseries et bars ; clubs sportifs";oui;oui;non;oui
R1293;Collectif Nord;agence;Lausanne;oui;grand;actif;2026-05-30;2;1710;150;"entreprises ; festivals";oui;oui;non;oui
R1294;Séri'Tandem Caen;sérigraphe;Caen;non;grand;actif;2026-05-31;1;2279;222;"brasseries et bars ; collectivités";oui;oui;non;oui
R1295;Impression Lumière;imprimeur;Vannes;non;petit;actif;2026-05-21;11;363;46;"festivals ; entreprises";oui;oui;non;non
R1296;Maison Granit Vannes;brodeur;Vannes;non;petit;dormant;2025-09-23;251;315;13;"clubs sportifs ; associations";oui;oui;non;non
R1297;Séri'Jonquille Rennes;sérigraphe;Rennes;non;petit;actif;2026-05-27;5;343;51;"festivals ; entreprises";oui;oui;oui;non
R1298;Imprim'Bleu Marine Avignon;sérigraphe;Avignon;oui;grand;dormant;2025-12-23;160;1276;97;"associations ; collectivités";oui;non;non;non
R1299;Atelier Loire Liège;brodeur;Liège;non;moyen;actif;2026-05-25;7;612;86;"collectivités ; associations";oui;non;non;non
R1300;Maison Cyan;brodeur;Angers;non;grand;dormant;2025-07-11;325;2247;21;"collectivités ; associations";oui;non;non;non
R1301;Séri'Loire Montpellier;sérigraphe;Montpellier;oui;petit;dormant;2025-06-26;340;320;3;"entreprises ; brasseries et bars";non;oui;non;non
R1302;Imprim'Perspective Brest;sérigraphe;Brest;non;moyen;dormant;2026-03-31;62;563;98;"clubs sportifs ; entreprises";oui;oui;non;non
R1303;Les Fils d'Ricochet;brodeur;Liège;non;petit;actif;2026-05-24;8;275;36;"associations ; festivals";oui;oui;non;non
R1304;Imprimerie Solstice La Rochelle;imprimeur;La Rochelle;non;moyen;actif;2026-05-31;1;452;99;"entreprises ; clubs sportifs";oui;oui;non;non
R1305;Maison Grand Angle Pau;brodeur;Pau;non;petit;actif;2026-05-17;15;264;43;"entreprises ; festivals";oui;oui;non;non
